Description,avg_price,total_quantity,num_transactions,num_customers,total_revenue,Cluster,Segment
SMALL STRIPES CHOCOLATE GIFT BAG,0.8165384615384615,865,26,25,591.25,0,Budget
SMALL TALL CAMPHOR WOOD TOADSTOOL,1.478181818181818,129,22,21,175.04999999999998,0,Budget
SMALL WHITE HEART OF WICKER,1.6437851239669419,4283,582,378,6832.829999999999,3,Niche
SMALL WHITE RETROSPOT MUG IN BOX,3.6298666666666666,711,72,64,1298.79,0,Budget
SMALL YELLOW BABUSHKA NOTEBOOK,0.7716666666666666,918,166,98,614.63,0,Budget
SMALL ZINC HEART WALL ORGANISER,5.191190476190476,1538,42,31,5378.8,0,Budget
SMOKEY GREY COLOUR D.O.F. GLASS,0.3628571428571429,591,26,23,207.39,0,Budget
SMOKEY GREY COLOUR GLASS,0.29,200,11,10,57.99999999999999,0,Budget
SNACK TRAY HAPPY FOREST,1.95,111,21,20,216.45,0,Budget
SNACK TRAY I LOVE LONDON,1.9384615384615385,151,24,22,280.05,0,Budget
SNACK TRAY PAISLEY PARK,1.9375,164,22,22,305.4,0,Budget
SNACK TRAY RED GINGHAM,1.95,56,11,11,109.2,0,Budget
SNACK TRAY RED VINTAGE DOILY,1.94,185,29,28,346.34999999999997,0,Budget
SNOWFLAKE PORTABLE TABLE LIGHT,3.1866666666666665,367,80,66,1128.0900000000001,0,Budget
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,0.8471739130434782,577,46,40,477.96999999999997,0,Budget
SOAP DISH BROCANTE,2.9289473684210527,693,93,77,1948.3500000000001,0,Budget
SOFT PINK ROSE TOWEL,4.65,37,10,10,172.05,0,Budget
SOLDIERS EGG CUP,1.2574260355029585,8821,327,197,10150.220000000001,3,Niche
SOMBRERO,1.8076271186440676,4402,59,39,5691.5,0,Budget
SPACE CADET BLACK,1.36,40,10,9,51.21,0,Budget
SPACE CADET RED,1.3026086956521739,121,21,19,153.67,0,Budget
SPACE CADET WHITE,1.476875,65,15,13,84.88,0,Budget
SPACE FROG,1.465,100,16,14,127.25,0,Budget
SPACE OWL,1.3392,143,22,20,177.37,0,Budget
SPACEBOY BABY GIFT SET,16.516433566433566,450,142,110,7065.499999999999,1,Trending
SPACEBOY BEAKER,1.2440140845070422,2571,138,106,2975.75,1,Trending
SPACEBOY BIRTHDAY CARD,0.42345088161209066,7858,394,234,3130.22,1,Trending
SPACEBOY CHILDRENS BOWL,1.2419540229885058,2367,174,125,2757.15,1,Trending
SPACEBOY CHILDRENS CUP,1.2650931677018633,1952,159,112,2344.32,1,Trending
SPACEBOY CHILDRENS EGG CUP,1.2752083333333333,1118,142,110,1405.97,0,Budget
SPACEBOY GIFT WRAP,0.4186473429951691,6502,206,148,2662.84,1,Trending
SPACEBOY MINI BACKPACK,4.142307692307693,1037,201,157,4163.55,1,Trending
SPACEBOY ROCKET LOLLY MAKERS,2.073012048192771,592,78,70,1175.68,0,Budget
SPACEBOY TV DINNER TRAY,4.597469879518073,244,83,70,1009.0400000000001,0,Budget
SPACEBOY WALL ART,3.582307692307692,306,13,12,885.9000000000001,0,Budget
SPOTTY PINK DUCK DOORSTOP,4.047941176470588,225,65,50,764.91,0,Budget
SQUARE CHERRY BLOSSOM CABINET,5.569047619047619,129,19,16,719.5500000000001,0,Budget
SQUARE FLOOR CUSHION VINTAGE RED,7.875925925925926,53,25,13,411.35,0,Budget
SQUARE MINI PORTRAIT FRAME,1.943478260869565,269,44,38,520.9499999999999,0,Budget
SQUARECUSHION COVER PINK UNION FLAG,6.718,62,25,23,415.3,0,Budget
SQUARECUSHION COVER PINK UNION JACK,6.103793103448275,150,29,27,382.14,0,Budget
STANDING FAIRY POLE SUPPORT,0.8330434782608696,348,22,17,280.2,0,Budget
STAR  T-LIGHT HOLDER,1.45,132,18,15,191.39999999999998,0,Budget
STAR DECORATION PAINTED ZINC,0.3147933884297521,4179,116,94,925.71,0,Budget
STAR DECORATION RUSTIC,0.42,2203,85,67,925.26,0,Budget
STAR PORTABLE TABLE LIGHT,2.9250000000000003,275,31,28,753.65,0,Budget
STAR T-LIGHT HOLDER WILLIE WINKIE,1.742549019607843,1142,98,85,1875.0599999999997,0,Budget
STAR WOODEN CHRISTMAS DECORATION,0.9083333333333332,2445,154,127,2040.81,1,Trending
STAR WREATH DECORATION WITH BELL,1.24328,1595,121,95,1923.19,0,Budget
STARFISH SOAP DISH,2.0084615384615385,59,12,11,115.25,0,Budget
STARS GIFT TAPE,0.5566666666666668,1368,93,82,581.0600000000001,0,Budget
STEEL SWEETHEART ROUND TABLE CREAM,14.949999999999998,31,18,14,463.45,0,Budget
STOOL HOME SWEET HOME,12.305555555555555,228,106,87,2648.4,0,Budget
STOP FOR TEA WALL ART,5.775853658536586,518,41,40,2572.7,0,Budget
STORAGE TIN HOME SWEET HOME,2.052857142857143,237,35,35,435.43,0,Budget
STORAGE TIN VINTAGE DOILY,2.9834911242603552,1251,158,124,3548.39,1,Trending
STORAGE TIN VINTAGE LEAF,2.6832038834951457,765,95,88,1955.13,0,Budget
STRAWBERRIES  DESIGN FLANNEL,0.8346666666666667,225,29,27,190.79,0,Budget
STRAWBERRY   PICNIC BAG,2.926923076923077,1591,206,146,4433.45,1,Trending
STRAWBERRY BATH SPONGE,1.3151538461538461,1029,127,82,1305.61,0,Budget
STRAWBERRY CERAMIC TRINKET BOX,1.2444077669902913,9328,507,296,10895.52,3,Niche
STRAWBERRY CERAMIC TRINKET POT,1.3357692307692308,1038,75,57,1314.54,0,Budget
STRAWBERRY CHARLOTTE BAG,0.86014,6847,492,230,5520.95,1,Trending
STRAWBERRY DREAM CHILDS UMBRELLA,3.25,78,32,30,253.5,0,Budget
STRAWBERRY FAIRY CAKE TEAPOT,4.929041916167664,751,160,86,3653.75,0,Budget
STRAWBERRY HONEYCOMB  GARLAND,1.5487012987012987,1220,75,55,1446.6,0,Budget
STRAWBERRY LUNCH BOX WITH CUTLERY,2.5573287671232876,3716,426,233,8734.64,1,Trending
STRAWBERRY RAFFIA FOOD COVER,3.724468085106383,495,92,77,1702.65,0,Budget
STRAWBERRY SHOPPER BAG,1.2759322033898306,2036,231,150,2455.88,1,Trending
STRAWBRY SCENTED VOTIVE CANDLE,0.26666666666666666,1101,24,17,267.45,0,Budget
STRING OF STARS CARD HOLDER,2.9500000000000006,71,12,11,209.45000000000005,0,Budget
STRIPES DESIGN MONKEY DOLL,2.55,31,14,10,79.05,0,Budget
STRIPES DESIGN TEDDY,2.55,57,30,21,145.35,0,Budget
STRIPEY CHOCOLATE NESTING BOXES,2.911904761904762,256,40,33,716.8000000000001,0,Budget
STRIPY DESIGN SHOWER CAP,0.6739999999999999,197,15,13,70.57,0,Budget
SUKI  SHOULDER BAG,1.6440487804878048,1763,204,121,2824.37,1,Trending
SUMMER DAISIES BAG CHARM,2.55,66,11,11,168.29999999999998,0,Budget
SUMMER FUN DESIGN SHOWER CAP,0.5566666666666666,325,18,16,116.32999999999998,0,Budget
SUNFLOWER DECORATIVE PARASOL,10.235714285714286,87,14,13,528.45,0,Budget
SUNSET CHECK HAMMOCK,7.8,167,40,33,1249.65,0,Budget
SUNSET COLOUR CHUNKY KNITTED THROW,16.95,24,13,12,406.79999999999995,0,Budget
SWALLOW SQUARE TISSUE BOX,0.5314473684210527,1591,132,103,692.73,0,Budget
SWALLOW WOODEN CHRISTMAS DECORATION,0.891,1419,125,102,1218.6299999999999,0,Budget
SWALLOWS GREETING CARD,0.41922448979591836,5361,242,179,2130.63,1,Trending
SWEET HEART CAKE CARRIER,9.869047619047619,78,42,41,753.9999999999999,0,Budget
SWEET PUDDING STICKER SHEET,0.85,65,15,13,55.24999999999999,0,Budget
SWEETHEART 3 TIER CAKE STAND,9.92642276422764,222,122,99,2174.1,0,Budget
SWEETHEART BIRD HOUSE,4.136979166666667,839,83,75,2950.05,0,Budget
SWEETHEART CAKESTAND 3 TIER,9.834709480122324,892,326,252,8376.6,1,Trending
SWEETHEART CERAMIC TRINKET BOX,1.273341968911917,5757,381,215,6875.860000000001,1,Trending
SWEETHEART CREAM STEEL TABLE RECT,19.95,22,18,16,438.9,0,Budget
SWEETHEART RECIPE BOOK STAND,6.686769759450171,1099,287,170,7084.650000000001,1,Trending
SWEETHEART WALL TIDY,9.900930232558139,108,43,41,1007.0799999999999,0,Budget
SWEETHEART WIRE FRUIT BOWL,8.131874999999999,198,79,70,1497.8,0,Budget
SWEETHEART WIRE MAGAZINE RACK,7.94235668789809,300,157,114,2373.0,0,Budget
SWEETHEART WIRE WALL TIDY,9.862121212121211,215,97,80,2066.75,0,Budget
SWEETIES  STICKERS,0.85,274,32,26,232.89999999999998,0,Budget
SWIRLY CIRCULAR RUBBERS IN BAG,0.45921052631578946,445,38,29,156.53,0,Budget
SWISS CHALET TREE DECORATION,0.41,1233,66,64,455.56999999999994,0,Budget
SWISS ROLL TOWEL PINK  SPOTS,3.1581481481481486,666,27,21,1782.1799999999998,0,Budget
"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2.1423076923076922,789,50,46,1291.55,0,Budget
"SWISS ROLL TOWEL, PINK  SPOTS",1.786842105263158,579,19,18,769.65,0,Budget
T-LIGHT GLASS FLUTED ANTIQUE,1.2339097744360903,7336,260,184,8378.890000000001,1,Trending
T-LIGHT HOLDER HANGING LACE,0.9986153846153846,765,64,63,647.51,0,Budget
T-LIGHT HOLDER HANGING LOVE BIRD,3.7404166666666665,539,95,83,1988.13,0,Budget
T-LIGHT HOLDER SILVER HEART HANDLE,1.9369565217391302,192,22,22,370.79999999999995,0,Budget
T-LIGHT HOLDER SILVER PETIT FOUR,1.25,183,15,14,228.75,0,Budget
T-LIGHT HOLDER SWEETHEART HANGING,1.9884732824427482,838,126,101,1605.84,0,Budget
T-LIGHT HOLDER WHITE LACE,0.7144999999999999,327,20,17,182.31,0,Budget
TABLE LAMP WHITE SHADE WOOD BASE,5.797058823529412,74,17,9,388.3,0,Budget
TABLECLOTH RED APPLES DESIGN,9.696363636363635,291,109,82,2821.95,0,Budget
TALL ROCOCO CANDLE HOLDER,8.352941176470589,90,17,16,720.0,0,Budget
TEA BAG PLATE RED RETROSPOT,0.8665637065637065,3863,254,144,3223.49,1,Trending
TEA COSY BLUE STRIPE,2.8052777777777775,145,36,27,356.89,0,Budget
TEA COSY RED  STRIPE,2.645909090909091,293,64,48,709.38,0,Budget
TEA FOR ONE POLKADOT,4.614814814814815,345,104,69,1519.01,0,Budget
TEA PARTY  WRAPPING PAPER,0.4189333333333333,2250,75,62,929.0,0,Budget
TEA PARTY BIRTHDAY CARD,0.424377358490566,4165,262,180,1702.79,1,Trending
TEA TIME DES TEA COSY,2.569358974358974,330,76,55,818.7099999999999,0,Budget
TEA TIME KITCHEN APRON,5.950078125,592,120,81,3289.7200000000003,0,Budget
TEA TIME OVEN GLOVE,1.2808536585365853,2004,241,152,2416.67,1,Trending
TEA TIME PARTY BUNTING,4.861041009463722,2291,313,192,10445.25,1,Trending
TEA TIME TABLE CLOTH,10.400769230769232,180,26,23,1642.68,0,Budget
TEA TIME TEA SET IN GIFT BOX,6.95,102,29,28,708.9000000000001,0,Budget
TEA TIME TEAPOT IN GIFT BOX,6.266,338,80,53,1972.46,0,Budget
TEATIME PEN CASE & PENS,0.85,67,13,13,56.949999999999996,0,Budget
TEATIME ROUND PENCIL SHARPENER,0.13224489795918368,1437,47,41,186.84,0,Budget
THREE CANVAS LUGGAGE TAGS,2.356,66,10,9,128.26,0,Budget
THREE MINI HANGING FRAMES,4.15,134,44,39,556.1,0,Budget
TOADSTOOL BEDSIDE LIGHT,8.936915887850466,250,104,83,2216.5,0,Budget
TOADSTOOL MONEY BOX,2.9440740740740745,745,133,109,2140.15,0,Budget
TOAST ITS - BEST MUM,1.2242857142857144,753,68,55,888.45,0,Budget
TOAST ITS - DINOSAUR,1.25,19,10,9,23.75,0,Budget
TOAST ITS - FAIRY FLOWER,1.1880000000000002,304,53,37,363.15,0,Budget
TOAST ITS - HAPPY BIRTHDAY,1.25,328,59,54,410.0,0,Budget
TOAST ITS - I LOVE YOU,1.2447368421052631,777,107,95,961.65,0,Budget
TOILET METAL SIGN,0.5550495049504951,3749,302,172,1997.13,1,Trending
TOILET SIGN OCCUPIED OR VACANT,0.8776029962546816,3414,254,140,2837.5699999999997,1,Trending
TOMATO CHARLIE+LOLA COASTER SET,1.4506557377049178,477,61,45,739.1899999999999,0,Budget
TOOL BOX SOFT TOY,9.498571428571427,146,82,63,1368.1399999999999,0,Budget
TOOTHPASTE TUBE PEN,0.6605194805194805,971,73,53,397.25,0,Budget
TOP SECRET PEN SET,1.25,46,10,8,57.5,0,Budget
TOTE BAG I LOVE LONDON,2.0530208333333335,1212,94,71,2306.58,0,Budget
TOXIC AREA  DOOR HANGER,0.6095714285714285,1416,137,98,696.4,0,Budget
TOY TIDY DOLLY GIRL DESIGN,2.1175490196078433,642,102,62,1178.18,0,Budget
TOY TIDY PINK POLKADOT,2.1243389830508477,3169,289,133,6229.58,1,Trending
TOY TIDY SPACEBOY,2.128,1156,195,114,2274.75,1,Trending
TOYBOX  WRAP,0.4165217391304348,726,23,22,288.92,0,Budget
TRADITIONAL CHRISTMAS RIBBONS,1.2920802919708028,2907,266,204,3607.8,1,Trending
TRADITIONAL KNITTING NANCY,1.6413243761996161,5895,509,366,9297.869999999999,3,Niche
TRADITIONAL MODELLING CLAY,1.2727893175074185,8014,336,229,9311.47,3,Niche
TRADITIONAL NAUGHTS & CROSSES,1.6491189427312773,2036,216,195,3330.5999999999995,1,Trending
TRADITIONAL PICK UP STICKS GAME,1.25,1846,231,203,2307.5,1,Trending
TRADITIONAL WOODEN CATCH CUP GAME,1.296360655737705,2914,295,235,3656.75,1,Trending
TRADITIONAL WOODEN SKIPPING ROPE,1.3947486033519554,7919,340,264,10019.47,3,Niche
TRADTIONAL ALPHABET STAMP SET,4.945652173913044,933,174,152,4531.95,1,Trending
TRAVEL CARD WALLET FLOWER MEADOW,0.41954198473282445,1699,130,88,712.14,0,Budget
TRAVEL CARD WALLET I LOVE LONDON,0.4193406593406593,4396,175,105,1788.72,1,Trending
TRAVEL CARD WALLET KEEP CALM,0.4276785714285714,11769,437,217,4693.4,3,Niche
TRAVEL CARD WALLET PANTRY,0.4295348837209302,1862,123,73,783.68,0,Budget
TRAVEL CARD WALLET RETRO PETALS,0.4193478260869565,1490,88,61,624.36,0,Budget
TRAVEL CARD WALLET RETROSPOT,0.41963190184049076,2107,160,89,883.5,0,Budget
TRAVEL CARD WALLET SKULLS,0.4195862068965517,2078,140,85,871.32,0,Budget
TRAVEL CARD WALLET SUKI,0.4193582887700535,2236,183,90,936.24,0,Budget
TRAVEL CARD WALLET TRANSPORT,0.41971153846153847,3044,205,125,1275.6,1,Trending
TRAVEL CARD WALLET UNION JACK,0.4196774193548387,2527,181,101,1059.9,0,Budget
TRAVEL CARD WALLET VINTAGE LEAF,0.42000000000000004,1385,97,65,581.7,0,Budget
TRAVEL CARD WALLET VINTAGE ROSE,0.41886792452830185,541,52,38,225.78,0,Budget
TRAVEL CARD WALLET VINTAGE TICKET,0.41940199335548173,4552,292,155,1880.16,1,Trending
TRAVEL SEWING KIT,1.6593233082706764,4864,394,263,7787.36,1,Trending
"TRAY, BREAKFAST IN BED",12.504545454545454,259,66,50,3089.85,0,Budget
TREASURE AHOY WALL ART,3.585,270,16,15,833.46,0,Budget
TREASURE ISLAND BOOK BOX,2.2418181818181817,2431,214,174,5036.55,1,Trending
TREASURE TIN BUFFALO BILL,2.0741326530612247,1436,187,132,2898.56,1,Trending
TREASURE TIN GYMKHANA DESIGN,2.0753220338983054,2024,284,183,4099.52,1,Trending
TREE T-LIGHT HOLDER WILLIE WINKIE,1.5637142857142856,352,35,34,522.7399999999999,0,Budget
TRELLIS COAT RACK,4.915957446808511,217,46,42,1016.5500000000001,0,Budget
TRIANGULAR POUFFE VINTAGE,14.691176470588236,44,16,14,620.4,0,Budget
TRIPLE HOOK ANTIQUE IVORY ROSE,3.2826267281105994,781,211,151,2535.89,1,Trending
TRIPLE PHOTO FRAME CORNICE,9.849230769230768,761,208,152,6932.83,1,Trending
TRIPLE WIRE HOOK IVORY HEART,4.256857142857143,160,35,29,658.5400000000001,0,Budget
TRIPLE WIRE HOOK PINK HEART,3.5900000000000003,68,18,18,215.00000000000003,0,Budget
TROPICAL  HONEYCOMB PAPER GARLAND,2.502,1175,72,44,2672.25,0,Budget
TROPICAL LUGGAGE TAG,1.3513636363636363,61,22,20,76.39,0,Budget
TROPICAL PASSPORT COVER,2.309090909090909,142,22,16,206.23000000000002,0,Budget
TUB 24 PINK FLOWER PEGS,1.6500000000000001,103,43,36,169.95,0,Budget
TUMBLER BAROQUE,0.39,408,25,22,159.12,0,Budget
TUMBLER NEW ENGLAND,0.38999999999999996,1226,41,35,478.14,0,Budget
"TUMBLER, NEW ENGLAND",1.1918181818181817,138,11,11,131.94,0,Budget
TURQ+RED BOUDICCA LARGE BRACELET,6.95,41,16,14,284.95000000000005,0,Budget
TUSCAN VILLA BIRD TABLE,8.25,19,11,11,156.75,0,Budget
TUSCAN VILLA DOVECOTE BIRD FEEDER,8.205882352941176,37,17,17,299.25,0,Budget
TV DINNER TRAY AIR HOSTESS,4.361384615384615,360,64,53,1097.68,0,Budget
TV DINNER TRAY DOLLY GIRL,4.763658536585366,293,80,58,1234.0700000000002,0,Budget
TV DINNER TRAY VINTAGE PAISLEY,4.238607594936709,437,79,58,1239.39,0,Budget
TWO DOOR CURIO CABINET,12.535975609756099,210,82,60,2551.95,0,Budget
UNION FLAG WINDSOCK,1.231904761904762,386,20,16,423.22,0,Budget
UNION JACK FLAG LUGGAGE TAG,1.3015454545454543,537,106,79,670.46,0,Budget
UNION JACK FLAG PASSPORT COVER,2.075151515151515,610,96,65,1192.44,0,Budget
UNION STRIPE CUSHION COVER,1.25,403,65,38,503.75,0,Budget
UNION STRIPE WITH FRINGE  HAMMOCK,7.950236686390532,759,167,113,5682.09,1,Trending
URBAN BLACK RIBBONS,1.1948051948051948,448,73,58,520.47,0,Budget
VANILLA INCENSE 40 CONES IN TIN,1.25,29,12,6,36.25,0,Budget
VANILLA INCENSE IN TIN,0.5476923076923077,2066,87,66,876.34,0,Budget
VANILLA SCENT CANDLE JEWELLED BOX,4.039010989010989,1375,88,63,2545.37,0,Budget
VEGETABLE GARDEN CHOPPING BOARD,4.905555555555555,72,17,17,327.6,0,Budget
VICTORIAN  METAL POSTCARD SPRING,1.6657738095238093,2708,162,122,2975.24,1,Trending
VICTORIAN SEWING BOX LARGE,12.952358490566038,425,106,61,5014.23,0,Budget
VICTORIAN SEWING BOX MEDIUM,7.981428571428572,489,152,100,3735.3900000000003,0,Budget
VICTORIAN SEWING BOX SMALL,5.92744769874477,1128,237,133,6432.110000000001,1,Trending
VICTORIAN SEWING KIT,1.2703,2371,98,77,2642.19,0,Budget
VILLAGE SHOW WALL ART,5.735555555555556,386,18,17,2072.42,0,Budget
VINTAGE  2 METER FOLDING RULER,1.6786075949367087,1776,155,131,2904.1199999999994,1,Trending
VINTAGE  2 METRE FOLDING RULER,1.7383076923076923,1322,127,102,2199.3399999999997,0,Budget
VINTAGE BEAD NOTEBOOK,2.95,47,17,11,138.65,0,Budget
VINTAGE BEAD PINK EVENING BAG,1.4330434782608696,513,44,32,668.88,0,Budget
VINTAGE BEAD PINK PURSE,0.9924999999999999,814,60,40,776.42,0,Budget
VINTAGE BEAD PINK SCARF,1.8352941176470587,330,33,29,557.0999999999999,0,Budget
VINTAGE BELLS GARLAND,2.886992481203008,784,127,116,2246.56,0,Budget
VINTAGE BILLBOARD DRINK ME MUG,1.2316363636363636,849,107,72,1025.98,0,Budget
VINTAGE BILLBOARD LOVE/HATE MUG,1.2177777777777778,1535,125,81,1637.71,0,Budget
VINTAGE BILLBOARD MUG,1.3265822784810126,1033,77,51,1059.79,0,Budget
VINTAGE BILLBOARD TEA MUG,1.2353846153846153,1868,51,35,2049.05,0,Budget
VINTAGE BLUE KITCHEN CABINET,146.75,26,20,17,3685.0,0,Budget
VINTAGE CARAVAN GIFT WRAP,0.42,571,23,22,239.82,0,Budget
VINTAGE CARAVAN GREETING CARD,0.4265909090909091,1406,87,65,574.06,0,Budget
VINTAGE CHRISTMAS BUNTING,4.951293800539084,2755,359,254,12994.77,1,Trending
VINTAGE CHRISTMAS CAKE FRILL,1.6451612903225807,2465,122,112,3899.2499999999995,1,Trending
VINTAGE CHRISTMAS GIFT BAG LARGE,1.239879518072289,1781,83,82,2066.65,0,Budget
VINTAGE CHRISTMAS GIFT SACK,4.13989898989899,1365,193,168,5527.150000000001,1,Trending
VINTAGE CHRISTMAS PAPER GIFT BAG,0.8177272727272726,1563,88,86,1241.6599999999999,0,Budget
VINTAGE CHRISTMAS STOCKING,2.545246478873239,2199,281,246,5564.25,1,Trending
VINTAGE CHRISTMAS TABLECLOTH,12.440283018867925,393,104,87,4663.52,0,Budget
VINTAGE COFFEE GRINDER BOX,4.883333333333334,103,23,20,490.65000000000003,0,Budget
VINTAGE CREAM 3 BASKET CAKE STAND,9.885588235294117,386,135,104,3677.18,0,Budget
VINTAGE CREAM CAT FOOD CONTAINER,6.38042194092827,704,235,155,4208.09,1,Trending
VINTAGE CREAM DOG FOOD CONTAINER,8.537398648648649,826,292,176,6779.35,1,Trending
VINTAGE DOILY DELUXE SEWING KIT,5.933240223463687,726,176,145,4218.7,1,Trending
VINTAGE DOILY JUMBO BAG RED,2.066597510373444,4447,234,186,8535.26,1,Trending
VINTAGE DOILY TRAVEL SEWING KIT,1.948351648351648,3522,349,282,6747.9,1,Trending
VINTAGE DONKEY TAIL GAME,3.786511627906977,1750,215,182,6146.89,1,Trending
VINTAGE EMBOSSED HEART,1.2475862068965518,904,84,72,1124.96,0,Budget
VINTAGE GLASS COFFEE CADDY,5.91875,74,16,14,416.3,0,Budget
VINTAGE GLASS T-LIGHT HOLDER,0.8573809523809524,2130,122,96,1723.62,0,Budget
VINTAGE HEADS AND TAILS CARD GAME,1.2709164969450102,7143,485,342,8531.41,3,Niche
VINTAGE JINGLE BELLS HEART,8.25,226,76,64,1864.5,0,Budget
VINTAGE JINGLE BELLS WREATH,8.25,74,26,24,610.5,0,Budget
VINTAGE KEEPSAKE BOX TRAVELOGUE,6.35,20,10,10,127.0,0,Budget
VINTAGE KID DOLLY CARD,0.42753424657534245,2393,145,108,971.11,0,Budget
VINTAGE KITCHEN PRINT FRUITS,2.55,65,12,12,165.75,0,Budget
VINTAGE KITCHEN PRINT VEGETABLES,2.55,65,12,12,165.75,0,Budget
VINTAGE LEAF CHOPPING BOARD,4.930487804878049,144,41,40,684.0000000000001,0,Budget
VINTAGE LEAF MAGNETIC NOTEPAD,1.443577981651376,1596,211,159,2247.0,1,Trending
VINTAGE PAISLEY STATIONERY SET,1.5286574074074073,1163,199,160,1658.69,1,Trending
VINTAGE RED ENAMEL TRIM JUG,3.7426984126984126,582,123,104,2138.34,0,Budget
VINTAGE RED ENAMEL TRIM MUG,1.2397058823529412,1634,101,80,1941.7,0,Budget
VINTAGE RED ENAMEL TRIM PLATE,1.6441176470588235,790,67,56,1274.6999999999998,0,Budget
VINTAGE RED KITCHEN CABINET,143.42105263157896,60,38,34,8125.0,0,Budget
VINTAGE RED MUG,1.2347619047619047,688,41,32,657.62,0,Budget
VINTAGE RED TEATIME MUG,1.2456818181818183,203,41,30,249.38,0,Budget
VINTAGE RED TRIM ENAMEL BOWL,1.2475862068965518,1079,87,63,1328.59,0,Budget
VINTAGE ROSE BEAD BRACELET BLACK,4.25,30,11,11,127.5,0,Budget
VINTAGE ROSE BEAD BRACELET RASPBERR,4.25,34,10,8,144.5,0,Budget
VINTAGE SEASIDE JIGSAW PUZZLES,3.8293258426966292,305,89,72,1142.53,0,Budget
VINTAGE SHELLS PRINT,6.414285714285714,32,14,13,202.4,0,Budget
VINTAGE SNAKES & LADDERS,3.8390405904059044,1575,268,201,5523.53,1,Trending
VINTAGE SNAP CARDS,0.8515353260869566,13336,722,449,10447.42,3,Niche
VINTAGE UNION JACK APRON,6.993898305084746,307,113,97,2140.19,0,Budget
VINTAGE UNION JACK BUNTING,8.505348258706467,2540,391,267,20962.16,3,Niche
VINTAGE UNION JACK CUSHION COVER,4.942553191489362,364,92,76,1785.0,0,Budget
VINTAGE UNION JACK DOORSTOP,5.926470588235294,204,82,72,1190.8000000000002,0,Budget
VINTAGE UNION JACK MEMOBOARD,9.767211538461538,3255,205,139,22709.13,3,Niche
VINTAGE UNION JACK PENNANT,1.95,742,74,64,1446.8999999999999,0,Budget
VINTAGE UNION JACK SHOPPING BAG,4.898780487804878,219,40,36,1016.85,0,Budget
VINYL RECORD FRAME SILVER,3.7028735632183905,1236,86,45,4275.22,0,Budget
VIP PASSPORT COVER,2.1,35,11,8,73.5,0,Budget
VIPPASSPORT COVER,1.94,128,21,18,166.68,0,Budget
WAKE UP COCKEREL CALENDAR SIGN,4.059166666666667,72,24,21,281.13,0,Budget
WAKE UP COCKEREL TILE COASTER,0.47580645161290325,597,31,24,198.08999999999997,0,Budget
WAKE UP COCKEREL TILE HOOK,1.4892857142857143,46,14,12,53.85,0,Budget
WALL ART 70'S ALPHABET,8.062000000000001,334,55,44,2399.58,0,Budget
WALL ART ANIMALS AND NATURE,3.6755555555555555,149,26,25,474.75,0,Budget
WALL ART BICYCLE SAFETY,5.89784,649,120,102,3442.27,0,Budget
WALL ART BIG LOVE,6.746969696969697,963,97,77,5340.21,0,Budget
WALL ART BUFFALO BILL,3.646333333333333,322,29,24,936.4200000000001,0,Budget
WALL ART CAT AND BIRD,2.7544444444444447,118,18,18,324.98,0,Budget
WALL ART CLASSIC PUDDINGS,8.114915254237287,821,118,95,6093.49,1,Trending
WALL ART DOG AND BALL,2.6500000000000004,89,17,17,226.29000000000002,0,Budget
WALL ART DOG LICENCE,5.846507936507936,474,62,57,2265.18,0,Budget
WALL ART DOLLY GIRL,3.6110526315789473,311,19,18,896.3700000000001,0,Budget
WALL ART GARDEN HAVEN,5.151935483870968,210,31,27,936.34,0,Budget
WALL ART HORSE & PONY,3.6908823529411765,209,34,27,644.6700000000001,0,Budget
WALL ART I LOVE LONDON,4.8236842105263165,86,19,18,387.3,0,Budget
WALL ART KEEP CALM,7.841298701298701,959,74,64,4861.75,0,Budget
WALL ART LOVES' SECRET,5.788181818181818,229,33,31,1082.1100000000001,0,Budget
WALL ART MID CENTURY MODERN,7.523000000000001,164,20,17,1015.78,0,Budget
WALL ART ONLY ONE PERSON,4.7518918918918915,1037,73,59,4241.25,0,Budget
WALL ART SPACEBOY,3.654285714285714,156,21,20,495.48,0,Budget
WALL ART STOP FOR TEA,5.909548387096774,689,153,131,3754.13,1,Trending
WALL ART TREASURE AHOY,3.708181818181818,87,22,21,317.97,0,Budget
WALL ART VILLAGE SHOW,5.913035714285714,227,56,53,1201.6100000000001,0,Budget
WALL ART VINTAGE HEART,4.795,327,27,25,1278.87,0,Budget
WALL ART WORK REST AND PLAY,4.470769230769231,205,26,23,853.47,0,Budget
WALL MIRROR RECTANGLE DIAMANTE PINK,7.6375,122,16,13,489.9000000000001,0,Budget
WALL TIDY RETROSPOT,1.8362857142857143,1685,103,69,2092.56,0,Budget
WASH BAG VINTAGE ROSE PAISLEY,2.55,253,62,53,645.15,0,Budget
WASHROOM METAL SIGN,1.4683612040133778,2922,292,184,4462.37,1,Trending
WATERING CAN BLUE ELEPHANT,1.9705017921146952,1981,275,159,3686.6499999999996,1,Trending
WATERING CAN GARDEN MARKER,1.2564788732394365,1290,70,63,1778.1,0,Budget
WATERING CAN GREEN DINOSAUR,1.950418848167539,1341,189,121,2487.5299999999997,1,Trending
